,xau,Predictions
5500,0.28607207100000004,0.2332465
5501,0.089229951,0.21113381
5502,1.3641809569999999,0.23796153
5503,0.035186489,0.20286544
5504,-0.529101763,0.27354455
5505,1.055418768,0.31307083
5506,0.540966331,0.20183745
5507,0.0,0.20490867
5508,0.0,0.27503243
5509,0.0,0.2826118
5510,1.245259952,0.2539143
5511,-0.223694492,0.18535
5512,0.0,0.26876748
5513,0.0,0.29068923
5514,0.0,0.2575711
5515,-3.0610173,0.23798062
5516,-0.37369916299999995,0.37024143
5517,-0.375100913,0.22671263
5518,0.961717119,0.16659655
5519,-0.177399372,0.16953568
5520,0.230557875,0.28679055
5521,0.0,0.29776412
5522,-0.053158502,0.26056913
5523,0.424478883,0.23653413
5524,0.721009015,0.21330594
5525,0.157576851,0.21620528
5526,0.645219781,0.26659378
5527,0.15631787800000002,0.25190607
5528,-0.121559449,0.25587478
5529,-0.191321043,0.26500884
5530,0.27816429600000003,0.25642538
5531,-0.7318380809999999,0.22621615
5532,-0.12249542199999999,0.27449936
5533,0.41936109,0.25610393
5534,-1.210434917,0.21534757
5535,-0.105950919,0.29833382
5536,0.9145332820000001,0.25642854
5537,-0.19276269899999998,0.18055224
5538,2.9723978489999996,0.25421345
5539,6.28556825,0.15556248
5540,-5.4040572010000005,0.021361858
5541,4.0842247480000005,0.67806554
5542,0.129533697,0.20481159
5543,0.8058061329999999,0.113004774
5544,-1.016383679,0.20861956
5545,-1.3385769570000001,0.35101855
5546,-0.57684544,0.34810328
5547,0.7410490890000001,0.22804773
5548,-0.394542678,0.14547046
5549,0.558477141,0.25316957
5550,-0.98766235,0.2752186
5551,-0.082747212,0.32309443
5552,-1.081991413,0.25395566
5553,-1.602733591,0.25461766
5554,-0.511510067,0.28195935
5555,0.39239153,0.22098395
5556,-0.255732813,0.17671403
5557,-1.0295217909999999,0.24840681
5558,-0.48409499799999994,0.31959996
5559,0.103932107,0.26459032
5560,0.32840752,0.19609605
5561,0.49918341,0.199947
5562,-0.240674003,0.23588488
5563,-0.086095571,0.2905619
5564,0.13771735699999998,0.26975408
5565,-0.655853231,0.22570693
5566,0.138432277,0.25710484
5567,-0.624459965,0.23313512
5568,-1.2078921470000001,0.2614157
5569,0.64952392,0.2935647
5570,-0.210194507,0.19221964
5571,0.925043685,0.22430977
5572,-1.065419213,0.22339477
5573,0.03511236,0.3216591
5574,-0.246045818,0.2648354
5575,-1.239392635,0.22475852
5576,-0.32119942,0.2751088
5577,-1.440168906,0.2395385
5578,0.361991346,0.27261525
5579,0.0,0.20103227
5580,0.0,0.21590453
5581,-0.234508992,0.26028585
5582,1.5945872230000002,0.27718863
5583,-0.6956239590000001,0.18142587
5584,0.285969811,0.2829603
5585,0.746802902,0.26835057
5586,0.08853475599999999,0.2085957
5587,-0.746139543,0.24337353
5588,0.35599895200000004,0.30070803
5589,0.21299262600000002,0.23374617
5590,-0.08869180199999999,0.21537304
5591,-0.23096750100000002,0.25482452
5592,0.08889679699999999,0.2750754
5593,-0.534570054,0.24809015
5594,0.0,0.26260597
5595,0.0,0.2403246
5596,-0.125145274,0.23529291
5597,-1.187705162,0.25362787
5598,-0.072437526,0.30381745
5599,-0.34479664,0.23609811
5600,0.0,0.2218719
5601,0.14532246,0.23147698
5602,0.054441522,0.24315552
5603,1.583906403,0.25740242
5604,0.267499045,0.19052969
5605,-1.020325687,0.2580326
5606,-0.577410482,0.34200385
5607,0.46939967,0.27392647
5608,-0.306665704,0.17166007
5609,-0.036140224,0.22314493
5610,-0.580027002,0.2660591
5611,0.34479664,0.2895387
5612,-1.056283724,0.22963426
5613,-0.109910251,0.27471894
5614,0.128216887,0.2436361
5615,0.310701155,0.2169707
5616,0.01824651,0.22860628
5617,-0.127795545,0.26370397
5618,-0.127959071,0.27309582
5619,-0.7527805679999999,0.25372335
5620,0.0,0.26561353
5621,0.679587518,0.22702771
5622,-0.330033303,0.19501397
5623,0.09178522900000001,0.2702283
5624,3.2849010180000002,0.27270594
5625,0.584227562,0.11068466
5626,1.80185055,0.25770476
5627,-1.502211655,0.28070858
5628,0.579101381,0.38079813
5629,-0.473560475,0.23293939
5630,0.070298773,0.20443128
5631,2.395532013,0.22301286
5632,-1.503527848,0.15235123
5633,0.087024633,0.3679245
5634,0.9350717479999999,0.31540847
5635,-1.45835918,0.1808339
5636,0.104876779,0.28799674
5637,-0.052424640999999994,0.25251395
5638,0.557784259,0.22876859
5639,-0.645219781,0.2192924
5640,-0.614198649,0.29116502
5641,-0.088051428,0.2932528
5642,1.469071541,0.2298825
5643,0.605800208,0.15248331
5644,-0.553730434,0.23320036
5645,0.0,0.34070376
5646,0.0,0.28036487
5647,-0.400592715,0.21818645
5648,0.12208948900000001,0.23611721
5649,-0.6821189540000001,0.23606311
5650,-0.722151971,0.27843302
5651,0.440956707,0.27923506
5652,-0.440956707,0.20399207
5653,-1.030570599,0.24429967
5654,0.303165636,0.3010613
5655,-0.19606102,0.22491446
5656,0.781948182,0.22633867
5657,0.10615712199999999,0.21253097
5658,-1.263474411,0.2599692
5659,0.053710502,0.3333074
5660,-0.017900295,0.23632886
5661,0.160987424,0.1966705
5662,-0.017874698,0.22173028
5663,-0.10731533900000001,0.2630229
5664,0.16092985099999998,0.27278075
5665,-0.62729841,0.24308074
5666,-0.486618965,0.26634553
5667,0.306665704,0.2596557
5668,0.0,0.211102
5669,-0.759360004,0.23297916
5670,-0.564202061,0.29327667
5671,-0.27414802899999996,0.27455983
5672,-0.036609922,0.22890067
5673,-0.40359621799999995,0.21688476
5674,0.073502392,0.25615168
5675,0.183519963,0.24969417
5676,1.003383407,0.23735842
5677,-0.473072207,0.20719855
5678,0.7992776429999999,0.2878758
5679,0.30710890399999996,0.24134463
5680,-0.578872818,0.23389257
5681,-0.363504581,0.2854093
5682,-0.437956904,0.26686588
5683,-0.091482945,0.24196364
5684,-0.201557558,0.22491129
5685,0.38443983299999995,0.24355812
5686,0.0,0.23575757
5687,0.12781888,0.25842085
5688,-0.255801345,0.25902236
5689,1.344741325,0.2645219
5690,0.0,0.18751258
5691,-0.126433684,0.254188
5692,-0.598207168,0.29415667
5693,-0.309569582,0.28478074
5694,-0.5303111999999999,0.23824319
5695,0.018333486,0.2345259
5696,-0.07335412,0.22707227
5697,0.767547628,0.2458496
5698,-0.7858945690000001,0.22533457
5699,0.21994143800000002,0.29959413
5700,-0.18325092199999998,0.25478634
5701,0.146627592,0.23676486
5702,-0.422135159,0.23088184
5703,-0.165669619,0.26482105
5704,-0.702535705,0.2583222
5705,1.6377217640000001,0.26625323
5706,-0.402341435,0.16026954
5707,0.730330067,0.26436278
5708,0.47187020399999996,0.2649802
5709,0.090489555,0.24685211
5710,-0.99991743,0.25986576
5711,0.0,0.30061257
5712,0.0,0.23419333
5713,-0.366838269,0.2103668
5714,-0.276014528,0.2545572
5715,-0.350715634,0.26910165
5716,-0.14803851699999998,0.26122156
5717,0.0,0.24117118
5718,0.185013929,0.233813
5719,0.828352643,0.23738706
5720,0.45724816700000004,0.22141042
5721,-0.274097933,0.2504389
5722,-0.605673137,0.29428396
5723,-0.49829391700000003,0.28616995
5724,0.645460978,0.2428134
5725,-0.626961301,0.17998573
